date,factor,var,sd,share,sd_annual
2025-06-30,Market,4.200617611759358e-5,0.006481217178709072,0.8487503896095825,0.10288613308718325
2025-06-30,Idiosyncratic,4.779293181131967e-6,0.00218615945921883,0.09656739376106198,0.034704205532546856
2025-06-30,Size (SMB),1.7430237751025213e-6,0.001320236257304927,0.03521844273745763,0.020958100852077114
2025-06-30,Investment (CMA),4.946910687311903e-7,7.033427818149485e-4,0.009995416772680798,0.011165220522688299
2025-06-30,Momentum (MOM),4.2245998626435484e-7,6.499692194745493e-4,0.008535960924711542,0.010317941487458506
2025-06-30,Profitability (RMW),4.614595673504339e-8,2.1481609980409614e-4,9.323961945055698e-4,0.003410099866166816
2025-06-30,Value (HML),-3.4586368040433006e-8,0,0,0
