ticker,publish_date,period_end,EPSDiluted,StockholdersEquity,AvgDilutedSharesOutstanding,Revenue,CommonStockDividendsPerShare
NVDA,2020-08-19,2020-07-26,0.25,13914000000,2504000000,3866000000,0.04
NVDA,2020-05-21,2020-04-26,1.47,13099000000,622000000,3080000000,0.16
NVDA,2020-02-20,2020-01-26,1.13,12204000000,2472000000,10918000000,0.16
NVDA,2020-02-20,2020-01-26,1.53,12204000000,8038000000,3105000000,-0.32
NVDA,2019-11-14,2019-10-27,1.45,11214000000,618000000,3014000000,0.16
NVDA,2019-08-15,2019-07-28,0.9,10336000000,616000000,2579000000,0.16
NVDA,2019-05-16,2019-04-28,0.64,9704000000,616000000,2220000000,0.16
NVDA,2019-02-21,2019-01-27,6.63,9342000000,625000000,11716000000,0.61
NVDA,2019-02-21,2019-01-27,0.92,9342000000,622000000,2205000000,0.16
NVDA,2018-11-15,2018-10-28,1.97,9475000000,625000000,3181000000,0.15
NVDA,2018-08-16,2018-07-29,1.76,8795000000,626000000,3123000000,0.15
NVDA,2018-05-22,2018-04-29,1.98,7717000000,627000000,3207000000,0.15
NVDA,2018-02-28,2018-01-28,4.82,7471000000,632000000,9714000000,0.57
NVDA,2018-02-28,2018-01-28,1.78,7471000000,626000000,2911000000,0.15
NVDA,2017-11-21,2017-10-29,1.33,6352000000,628000000,2636000000,0.14
NVDA,2017-08-23,2017-07-30,0.92,5973000000,633000000,2230000000,0.14
NVDA,2017-05-23,2017-04-30,0.79,6132000000,641000000,1937000000,0.14
NVDA,2017-03-01,2017-01-29,2.57,5762000000,649000000,6910000000,0.485
NVDA,2017-03-01,2017-01-29,0.99,5762000000,710000000,2173000000,0.14
ORCL,2025-09-10,2025-08-31,1.01,24666000000,2909000000,14926000000,0.5
ORCL,2025-06-18,2025-05-31,1.19,20969000000,2870000000,15903000000,0.5
ORCL,2025-03-11,2025-02-28,1.02,17261000000,2874000000,14130000000,0.4
ORCL,2025-06-18,2025-05-31,4.34,20969000000,2866000000,57399000000,1.7
ORCL,2024-12-10,2024-11-30,1.1,14236000000,2869000000,14059000000,0.4
ORCL,2024-09-10,2024-08-31,1.03,11269000000,2851000000,13307000000,0.4
ORCL,2024-06-20,2024-05-31,1.11,9239000000,2833000000,14287000000,0.4
ORCL,2024-03-12,2024-02-29,0.85,6182000000,2819000000,13280000000,0.4
ORCL,2024-06-20,2024-05-31,3.71,9239000000,2823000000,52961000000,1.6
ORCL,2023-12-12,2023-11-30,0.89,6182000000,2817000000,12941000000,0.4
ORCL,2023-09-12,2023-08-31,0.86,2841000000,2823000000,12453000000,0.4
ORCL,2023-06-20,2023-05-31,1.19,1556000000,2795000000,13836000000,0.4
ORCL,2023-03-10,2023-02-28,0.68,-1912000000,2776000000,12398000000,0.32
ORCL,2023-06-20,2023-05-31,3.07,1556000000,2766000000,49954000000,1.36
ORCL,2022-12-13,2022-11-30,0.63,-3776000000,2746000000,12275000000,0.32
ORCL,2022-09-13,2022-08-31,0.56,-5449000000,2747000000,11445000000,0.32
ORCL,2022-06-21,2022-05-31,1.15,-5768000000,2835000000,11840000000,0.32
ORCL,2022-03-11,2022-02-28,0.84,-8211000000,2754000000,10513000000,0.32
ORCL,2022-06-21,2022-05-31,2.41,-5768000000,2786000000,42440000000,1.28
ORCL,2021-12-10,2021-11-30,-0.46,-9658000000,2694000000,10360000000,0.32
ORCL,2021-09-13,2021-08-31,0.86,-1130000000,2861000000,9728000000,0.32
ORCL,2021-06-21,2021-05-31,1.36,5952000000,2941000000,11227000000,0.32
ORCL,2021-03-11,2021-02-28,1.68,9637000000,2994000000,10085000000,0.24
ORCL,2021-06-21,2021-05-31,4.55,5952000000,3022000000,40479000000,1.04
ORCL,2020-12-11,2020-11-30,0.8,8616000000,3046000000,9800000000,0.24
ORCL,2020-09-15,2020-08-31,0.72,10140000000,3107000000,9367000000,0.24
ORCL,2020-06-22,2020-05-31,0.98,12717000000,3164000000,10439000000,0.24
ORCL,2020-03-13,2020-02-29,0.79,14881000000,3271000000,9796000000,0.24
ORCL,2020-06-22,2020-05-31,3.08,12717000000,3294000000,39068000000,0.96
ORCL,2019-12-13,2019-11-30,0.69,16185000000,3331000000,9614000000,0.24
ORCL,2019-09-13,2019-08-31,0.63,19019000000,3410000000,9218000000,0.24
ORCL,2019-06-21,2019-05-31,1.04,22363000000,3495000000,11137000000,0.24
ORCL,2019-03-18,2019-02-28,0.76,24238000000,3617000000,9614000000,0.19
ORCL,2019-06-21,2019-05-31,2.97,22363000000,3732000000,39506000000,0.81
ORCL,2018-12-19,2018-11-30,0.61,31055000000,3817000000,9562000000,0.19
ORCL,2018-09-19,2018-08-31,0.57,38564000000,3999000000,9193000000,0.19
ORCL,2018-06-22,2018-05-31,0.78,46873000000,4263000000,11014000000,0.19
ORCL,2018-03-21,2018-02-28,-0.98,49071000000,4122000000,9676000000,0.19
ORCL,2018-06-22,2018-05-31,0.85,46873000000,4238000000,39383000000,0.76
ORCL,2017-12-18,2017-11-30,0.52,56300000000,4283000000,9589000000,0.19
ORCL,2017-09-18,2017-08-31,0.5,56366000000,4284000000,9104000000,0.19
ORCL,2017-06-27,2017-05-31,0.79,55130000000,4248000000,10957000000,0.19
ORCL,2017-03-17,2017-02-28,0.53,51023000000,4204000000,9205000000,0.15
ORCL,2017-06-27,2017-05-31,2.24,55130000000,4217000000,37792000000,0.64
TSLA,2025-07-24,2025-06-30,0.33,77314000000,3519000000,22496000000,NA
TSLA,2025-04-23,2025-03-31,0.12,74653000000,3521000000,19335000000,NA
TSLA,2025-01-30,2024-12-31,2.04,72913000000,3498000000,97690000000,NA
TSLA,2025-01-30,2024-12-31,0.66,72913000000,3530000000,25707000000,NA
TSLA,2024-10-24,2024-09-30,0.62,69931000000,3497000000,25182000000,NA
TSLA,2024-07-24,2024-06-30,0.42,66468000000,3481000000,25500000000,NA
TSLA,2024-04-24,2024-03-31,0.34,64378000000,3484000000,21301000000,NA
TSLA,2024-01-29,2023-12-31,4.3,62634000000,3485000000,96773000000,NA
TSLA,2024-01-29,2023-12-31,2.27,62634000000,3501000000,25167000000,NA
TSLA,2023-10-23,2023-09-30,0.53,53466000000,3493000000,23350000000,NA
TSLA,2023-07-24,2023-06-30,0.78,51130000000,3478000000,24927000000,NA
TSLA,2023-04-24,2023-03-31,0.73,48054000000,3468000000,23329000000,NA
TSLA,2023-01-31,2022-12-31,3.62,44704000000,3475000000,81462000000,NA
TSLA,2023-01-31,2022-12-31,1.07,44704000000,3496000000,24318000000,NA
TSLA,2022-10-24,2022-09-30,0.95,39851000000,3468000000,21454000000,NA
TSLA,2022-07-25,2022-06-30,0.65,36376000000,3464000000,16934000000,NA
TSLA,2022-04-25,2022-03-31,0.95,34085000000,3472000000,18756000000,NA
TSLA,2022-02-07,2021-12-31,1.63,30189000000,3386000000,53823000000,NA
TSLA,2022-02-07,2021-12-31,0.68,30189000000,7923000000,17719000000,NA
TSLA,2021-10-25,2021-09-30,0.48,27053000000,3369000000,13757000000,NA
TSLA,2021-07-27,2021-06-30,1.02,24804000000,1119000000,11958000000,NA
TSLA,2021-04-28,2021-03-31,0.39,23017000000,1133000000,10389000000,NA
TSLA,2021-02-08,2020-12-31,0.21,22225000000,3249000000,31536000000,NA
TSLA,2021-02-08,2020-12-31,-0.19,22225000000,9861000000,10744000000,NA
TSLA,2020-10-26,2020-09-30,0.27,16031000000,1105000000,8771000000,NA
TSLA,2020-07-28,2020-06-30,0.1,9855000000,1036000000,6036000000,NA
TSLA,2020-04-30,2020-03-31,0.02,9173000000,994000000,5985000000,NA
TSLA,2020-02-13,2019-12-31,-0.98,6618000000,887000000,24578000000,NA
TSLA,2020-02-13,2019-12-31,0.13,6618000000,2276000000,7384000000,NA
TSLA,2019-10-29,2019-09-30,0.16,6040000000,922000000,6303000000,NA
TSLA,2019-07-29,2019-06-30,-2.31,5715393000,177000000,6350000000,NA
TSLA,2019-04-29,2019-03-31,-4.1,4605596000,173000000,4541000000,NA
TSLA,2019-02-19,2018-12-31,-1.14,4923000000,853000000,21461000000,NA
TSLA,2019-02-19,2018-12-31,5.42,4923000000,2894857000,7226000000,NA
TSLA,2018-11-02,2018-09-30,1.75,4508838000,178000000,6824000000,NA
TSLA,2018-08-06,2018-06-30,-4.22,3906421000,169997000,4002000000,NA
TSLA,2018-05-07,2018-03-31,-4.19,4450695000,169146000,3409000000,NA
TSLA,2018-02-23,2017-12-31,-11.83,4237242000,166000000,11759000000,NA
TSLA,2018-02-23,2017-12-31,-4.03,4237242000,169365000,3288249000,NA
TSLA,2017-11-03,2017-09-30,-3.7,4711480000,167294000,2984675000,NA
TSLA,2017-08-04,2017-06-30,-2.04,5105752000,165212000,2789557000,NA
TSLA,2017-05-10,2017-03-31,-2.04,4987719000,162129000,2696270000,NA
TSLA,2017-03-01,2016-12-31,-4.68,4752911000,144212000,7000132000,NA
TSLA,2017-03-01,2016-12-31,-0.74,4752911000,147254000,2284631000,NA
