ticker,date,adjusted,ret,mkt_rf,smb,hml,rmw,cma,rf,mom,excess
SPY,2010-02-10,80.7467269897461,-0.0019586200263004283,-0.0017000000000000001,0.003,0.003,-0.005,-7.000000000000001e-4,0,0.0023,-0.0019586200263004283
SPY,2010-02-11,81.59187316894531,0.010466630793673382,0.0113,0.0067,6e-4,4e-4,-0.0018,0,0.009000000000000001,0.010466630793673382
SPY,2010-02-12,81.523956298828125,-8.323974861633721e-4,-8e-4,0.0096,0.0014000000000000002,-0.0021,0.0025,0,0.0052,-8.323974861633721e-4
SPY,2010-02-16,82.80671691894531,0.015734768997412107,0.0175,-0.0013,0.0102,1e-4,9e-4,0,0.009000000000000001,0.015734768997412107
SPY,2010-02-17,83.1991195678711,0.004738778006497801,0.0049,0.0016,0.001,0.0021,-6e-4,0,0,0.004738778006497801
SPY,2010-02-18,83.68958282470703,0.005895053449884502,0.0062,9e-4,2e-4,0.0024,-0.0013,0,8e-4,0.005895053449884502
SPY,2010-02-19,83.8631591796875,0.0020740497099147603,0.0028000000000000004,9e-4,0.0049,-0.0024,-1e-4,0,-0.0019,0.0020740497099147603
SPY,2010-02-22,83.87821197509766,1.7949234869507613e-4,-5e-4,1e-4,0.006,-0.0075,-0.0012,0,0.0015,1.7949234869507613e-4
SPY,2010-02-23,82.85955810546875,-0.012144439487233316,-0.0124,0.0018,-0.009399999999999999,0.0033,-2e-4,0,-0.0103,-0.012144439487233316
SPY,2010-02-24,83.621673583984375,0.009197677322217324,0.009399999999999999,-0.0027,0.0055000000000000005,-0.0025,1e-4,0,0.0052,0.009197677322217324
SPY,2010-02-25,83.50843811035156,-0.0013541402459386065,-0.0013,0.0025,0.0027,0.0014000000000000002,4e-4,0,0.0048,-0.0013541402459386065
SPY,2010-02-26,83.56129455566406,6.329473584771872e-4,0.0012,-0.0042,0.004,0.0011,-4e-4,0,0.0040999999999999995,6.329473584771872e-4
SPY,2010-03-01,84.4290542602539,0.010384708724345826,0.012,0.011899999999999999,5e-4,8e-4,0.0051,0,0.0116,0.010384708724345826
SPY,2010-03-02,84.6629409790039,0.002770216021004357,0.0032,0.0062,0.0017000000000000001,-0.0018,-7.000000000000001e-4,0,0.0013,0.002770216021004357
SPY,2010-03-03,84.73844146728516,8.917772924990075e-4,9e-4,0.0014000000000000002,9e-4,6e-4,0.0029,0,6e-4,8.917772924990075e-4
SPY,2010-03-04,84.9949951171875,0.0030275946248243812,0.0037,0.0017000000000000001,0.002,-1e-4,0.0024,0,0.0038,0.0030275946248243812
SPY,2010-03-05,86.20984649658203,0.01429321076752288,0.0143,0.0052,0.0062,-0.0018,0.0026,0,0.0087,0.01429321076752288
SPY,2010-03-08,86.22492980957031,1.749604436296348e-4,2e-4,0.0014000000000000002,0.003,-0.0017000000000000001,0.0012,0,0.0011,1.749604436296348e-4
SPY,2010-03-09,86.36829376220703,0.0016626740428011821,0.0021,0.0026,-9e-4,-1e-4,2e-4,0,0.004,0.0016626740428011821
SPY,2010-03-10,86.75315856933594,0.004456089038745281,0.0054,0.0017000000000000001,0.0070999999999999995,-0.0049,0.003,0,0.0040999999999999995,0.004456089038745281
SPY,2010-03-11,87.11529541015625,0.0041743360909549665,0.0043,-6e-4,-9e-4,-0.002,0.0013,0,-8e-4,0.0041743360909549665
SPY,2010-03-12,87.12288665771484,8.714023780620472e-5,-2e-4,1e-4,-0.0025,0.0053,-5e-4,0,0.0028000000000000004,8.714023780620472e-5
SPY,2010-03-15,87.14552307128906,2.598216661846564e-4,-2e-4,-0.0036,-0.005,0.0017000000000000001,-0.0013,0,-0.0066,2.598216661846564e-4
SPY,2010-03-16,87.8397216796875,0.007965969839099474,0.0079,-8e-4,0.005699999999999999,-0.0017000000000000001,0.0019,0,0.0032,0.007965969839099474
SPY,2010-03-17,88.36035919189453,0.00592713071320472,0.005699999999999999,8e-4,0.0037,-0.0012,7.000000000000001e-4,0,8e-4,0.00592713071320472
SPY,2010-03-18,88.3150863647461,-5.123658115753216e-4,-0.001,-0.0025,-0.0059,0.0011,7.000000000000001e-4,0,-0.0052,-5.123658115753216e-4
SPY,2010-03-19,87.86804962158203,-0.005061838940153218,-0.0060999999999999995,-0.006500000000000001,-0.0062,5e-4,-0.0048,0,-0.0152,-0.005061838940153218
SPY,2010-03-22,88.33783721923828,0.005346512181384044,0.0067,0.0084,3e-4,0.0012,9e-4,0,0.0087,0.005346512181384044
SPY,2010-03-23,88.95909881591797,0.007032791567421315,0.008,0.0038,0.0034000000000000002,-2e-4,0.0012,0,0.0084,0.007032791567421315
SPY,2010-03-24,88.52723693847656,-0.004854611649507068,-0.006,-0.0049,0.0079,-0.0039000000000000003,6e-4,0,0.0040999999999999995,-0.004854611649507068
SPY,2010-03-25,88.38331604003906,-0.0016257245048495461,-0.0026,-0.0048,-0.0026,-0.0013,-4e-4,0,-0.0016,-0.0016257245048495461
SPY,2010-03-26,88.33024597167969,-6.004534649427518e-4,6e-4,-8e-4,0.0027,4e-4,0.0013,0,0.0034999999999999996,-6.004534649427518e-4
SPY,2010-03-29,88.89093017578125,0.006347590204620612,0.0059,-5e-4,0.002,0.0026,0.0013,0,0.0016,0.006347590204620612
SPY,2010-03-30,88.95155334472656,6.819949889762533e-4,4e-4,0.0022,-0.0043,0.0032,-0.0022,0,-0.0012,6.819949889762533e-4
SPY,2010-03-31,88.64848327636719,-0.0034071363226771956,-0.0036,-0.0045000000000000005,0.002,-0.0023,-8e-4,0,-0.0014000000000000002,-0.0034071363226771956
SPY,2010-04-01,89.25462341308594,0.006837569175651481,0.0075,7.000000000000001e-4,0.0079,0.0013,0.0037,1e-5,0.0063,0.0068275691756514816
SPY,2010-04-05,89.98200988769531,0.008149566339470171,0.0095,0.0113,0.0085,-0.0015,0.0032,1e-5,0.0102,0.008139566339470172
SPY,2010-04-06,90.19415283203124,0.0023576150899573545,0.0019,0.0034999999999999996,0.004699999999999999,-0.0025,-0.0012,1e-5,0.0024,0.0023476150899573544
SPY,2010-04-07,89.67891693115234,-0.005712519988279263,-0.0048,0.002,0.0027,-9e-4,0.0018,1e-5,-0.0043,-0.005722519988279263
SPY,2010-04-08,89.98954772949219,0.003463810770354403,0.0031,-0.0023,0.0034999999999999996,-5e-4,0.0022,1e-5,0.0026,0.003453810770354403
SPY,2010-04-09,90.58056640625,0.006567636927506504,0.0066,-0.0016,0.0017000000000000001,0.0024,0.0021,1e-5,8e-4,0.006557636927506504
SPY,2010-04-12,90.72450256347656,0.001589040154386101,0.0023,0.0033,7.000000000000001e-4,1e-4,0.0022,1e-5,-0.0013,0.001579040154386101
SPY,2010-04-13,90.7926788330078,7.51464792915657e-4,7.000000000000001e-4,0.0011,-6e-4,0.0012,4e-4,1e-5,0.0014000000000000002,7.41464792915657e-4
SPY,2010-04-14,91.82313537597656,0.011349555451095839,0.0124,0.0104,0.0143,-0.0113,0.0052,1e-5,0.009000000000000001,0.011339555451095839
SPY,2010-04-15,91.89892578125,8.253955276424918e-4,0.0011,0.0054,-3e-4,0.0019,-0.0021,1e-5,0.002,8.153955276424918e-4
SPY,2010-04-16,90.436614990234375,-0.015912164136677842,-0.015300000000000001,0.0049,-0.0187,0.0104,-0.0024,1e-5,-0.008,-0.01592216413667784
SPY,2010-04-19,90.7775421142578,0.0037697908536298286,0.0028000000000000004,-0.0089,-4e-4,-9e-4,0.0021,1e-5,-0.0062,0.0037597908536298285
SPY,2010-04-20,91.5882568359375,0.008930785112680084,0.0088,0.0075,0.0059,-0.0017000000000000001,-3e-4,1e-5,0.0040999999999999995,0.008920785112680085
SPY,2010-04-21,91.4216079711914,-0.001819544016921415,-6e-4,0.0070999999999999995,0.0019,0.004,-0.0017000000000000001,1e-5,0.0060999999999999995,-0.001829544016921415
SPY,2010-04-22,91.69432067871094,0.002983022433880933,0.0037,0.0085,0.0053,-9e-4,0.0013,1e-5,0.009899999999999999,0.002973022433880933
SPY,2010-04-23,92.2929229736328,0.006528237414172189,0.006999999999999999,0.0037,0.006,-6e-4,0.0017000000000000001,1e-5,0.0025,0.006518237414172189
SPY,2010-04-26,91.94437408447266,-0.0037765505515490183,-0.0043,0.0038,-0.0038,0.0075,0.0029,1e-5,0.0033,-0.0037865505515490183
SPY,2010-04-27,89.76982116699219,-0.02365074469355377,-0.023399999999999997,-5e-4,-0.013600000000000001,0.004699999999999999,-0.0066,1e-5,-0.0128,-0.02366074469355377
SPY,2010-04-28,90.45173645019533,0.007596264249369655,0.005600000000000001,-0.0059,0.006999999999999999,-0.005699999999999999,0.0034000000000000002,1e-5,4e-4,0.007586264249369656
SPY,2010-04-29,91.57311248779295,0.012397507019835663,0.0134,0.0053,0.0054,-0.0054,0.0048,1e-5,0.0092,0.012387507019835663
SPY,2010-04-30,90.01985931396484,-0.016961891232376347,-0.0172,-0.0109,-0.0086,0.0037,-0.0054,1e-5,-0.0111,-0.016971891232376347
SPY,2010-05-03,91.18670654296876,0.012962109004572842,0.013600000000000001,0.0076,0.0059,-0.0021,0.0039000000000000003,1e-5,0.0077,0.012952109004572842
SPY,2010-05-04,89.04244232177734,-0.023515096689899706,-0.025,-0.0063,-0.0092,0.0026,-0.0021,1e-5,-0.0095,-0.023525096689899706
SPY,2010-05-05,88.51210021972656,-0.0059560596971751645,-0.0075,-0.008199999999999999,-0.006,8e-4,-0.0046,1e-5,-0.005600000000000001,-0.005966059697175164
SPY,2010-05-06,85.572296142578125,-0.03321358401676755,-0.0327,-0.0038,-0.0091,0.008,-0.0034000000000000002,1e-5,-0.0087,-0.03322358401676755
SPY,2010-05-07,84.2994155883789,-0.014874914096945413,-0.0175,-0.0134,-0.0051,0.0022,-0.0018,1e-5,-0.0115,-0.014884914096945413
SPY,2010-05-10,88.01200103759766,0.044040464851461625,0.0447,0.0105,0.0123,-0.0054,0.0019,1e-5,0.0259,0.04403046485146162
SPY,2010-05-11,87.761993408203125,-0.0028406083993901543,-0.0017000000000000001,0.011200000000000002,-0.0016,-0.0011,3e-4,1e-5,0.0028000000000000004,-0.0028506083993901543
SPY,2010-05-12,88.98941802978516,0.01398583343330606,0.0163,0.014499999999999999,0.0015,9e-4,0.0021,1e-5,0.0129,0.013975833433306061
SPY,2010-05-13,87.883209228515625,-0.012430790376663392,-0.011200000000000002,0.0033,-0.0033,0.0017000000000000001,-0.0018,1e-5,-0.005,-0.012440790376663392
SPY,2010-05-14,86.29209899902344,-0.01810482620582221,-0.0191,-0.0034000000000000002,-0.0075,0.0039000000000000003,-0.0029,1e-5,-0.0129,-0.01811482620582221
SPY,2010-05-17,86.337554931640625,5.267681878697861e-4,0.0011,3e-4,-0.0059,0.0016,0.0013,1e-5,-0.006,5.16768187869786e-4
SPY,2010-05-18,85.16316223144531,-0.013602339111006279,-0.0141,-0.0031,-0.0096,0.0062,-0.003,1e-5,-0.0086,-0.013612339111006278
SPY,2010-05-19,84.67822265625,-0.005694241060206329,-0.0063,-0.0087,4e-4,-0.0022,0.0017000000000000001,1e-5,-0.0066,-0.005704241060206328
SPY,2010-05-20,81.4808120727539,-0.03775953820471567,-0.039900000000000005,-0.010700000000000001,-0.012,0.0051,-0.0031,1e-5,-0.0126,-0.03776953820471567
SPY,2010-05-21,82.67040252685547,0.014599639152336641,0.0143,-0.0021,0.015700000000000002,-0.0077,0.0012,1e-5,0.015,0.014589639152336641
SPY,2010-05-24,81.60962677001953,-0.01283138492632041,-0.011899999999999999,0.0019,-0.0089,0.0064,-7.000000000000001e-4,1e-5,0.0040999999999999995,-0.01284138492632041
SPY,2010-05-25,81.6929931640625,0.0010215264711097571,-3e-4,-0.0040999999999999995,0.005699999999999999,-0.0051,0.0016,1e-5,0.0045000000000000005,0.0010115264711097571
SPY,2010-05-26,81.20047760009766,-0.006028859329168301,-0.0034999999999999996,0.0092,0.004,-0.0028000000000000004,0.0015,1e-5,0.005600000000000001,-0.006038859329168301
SPY,2010-05-27,83.92057800292969,0.03349857640281617,0.0344,0.0083,0.0163,-0.0038,0.0072,1e-5,0.0197,0.03348857640281617
SPY,2010-05-28,82.86737060546875,-0.012550049374352112,-0.0118,4e-4,-0.0069,0.0034000000000000002,-4e-4,1e-5,-0.0032,-0.012560049374352112
SPY,2010-06-01,81.47325134277344,-0.016823500643367906,-0.0189,-0.0126,-0.0163,0.001,-0.003,1e-5,-0.0032,-0.016833500643367905
SPY,2010-06-02,83.59476470947266,0.026039385095528056,0.0263,0.0027,0.0042,-0.0036,0,1e-5,0.0060999999999999995,0.026029385095528056
SPY,2010-06-03,83.88268280029297,0.003444211988884005,0.0054,0.0067,-0.0028000000000000004,0.0027,-0.0026,1e-5,1e-4,0.003434211988884005
SPY,2010-06-04,80.93531799316406,-0.03513674943070144,-0.0362,-0.0129,-0.0069,0.0011,-0.0026,1e-5,-0.0131,-0.035146749430701445
SPY,2010-06-07,79.92757415771484,-0.01245122476116467,-0.0152,-0.011899999999999999,-0.01,0.005,-0.0067,1e-5,-0.0126,-0.01246122476116467
SPY,2010-06-08,80.78375244140625,0.010711926299701968,0.0091,-0.0137,0.0012,-0.0012,0.0022,1e-5,-0.0037,0.010701926299701969
SPY,2010-06-09,80.35188293457031,-0.005345994631150375,-0.0046,0.0073,-0.002,0.0044,0.0024,1e-5,0.0037,-0.005355994631150374
SPY,2010-06-10,82.70068359375,0.029231432710696836,0.029500000000000002,0.004699999999999999,0.0089,0.0012,0.0037,1e-5,0.009399999999999999,0.029221432710696837
SPY,2010-06-11,83.102264404296875,0.00485583423372371,0.0062,0.0095,3e-4,-0.001,5e-4,1e-5,0.0067,0.004845834233723711
SPY,2010-06-14,82.97344970703125,-0.0015500744557204182,-6e-4,0.0062,-1e-4,0.0022,0.0022,1e-5,0.0054,-0.0015600744557204183
SPY,2010-06-15,84.8600845336914,0.02273781352133275,0.0236,0.0019,0.0091,-0.0029,0.0011,1e-5,0.004699999999999999,0.02272781352133275
SPY,2010-06-16,84.82977294921875,-3.5719484182961114e-4,-0.0012,-0.0025,-0.0032,-1e-4,-0.0032,1e-5,0.0015,-3.6719484182961117e-4
SPY,2010-06-17,84.96617126464844,0.0016079061712370724,8e-4,-0.0022,-0.005,-0.0021,-4e-4,1e-5,2e-4,0.0015979061712370723
SPY,2010-06-18,85.05827331542969,0.0010839849484847175,0.0014000000000000002,0,0.0022,-0.002,-0.0014000000000000002,1e-5,-9e-4,0.0010739849484847175
SPY,2010-06-21,84.814666748046875,-0.0028639961509613343,-0.004699999999999999,-0.0055000000000000005,-6e-4,0.002,0.001,1e-5,-0.0022,-0.0028739961509613343
SPY,2010-06-22,83.41388702392578,-0.016515772304833698,-0.0163,-0.004699999999999999,-0.0074,-0.0024,-0.003,1e-5,-0.0062,-0.016525772304833698
SPY,2010-06-23,83.15507507324219,-0.003102744158288151,-0.0029,0,0.0023,-0.0015,3e-4,1e-5,1e-4,-0.003112744158288151
SPY,2010-06-24,81.77713775634766,-0.016570694160048083,-0.0165,0,-0.0089,-3e-4,-0.002,1e-5,-0.005600000000000001,-0.016580694160048082
SPY,2010-06-25,82.11970520019531,0.004189036853653683,0.0048,0.012199999999999999,0.0106,-0.011899999999999999,-0.0024,1e-5,0.0062,0.004179036853653683
SPY,2010-06-28,81.860870361328125,-0.0031519211891493093,-0.0023,-0.0012,-0.0077,0.0031,3e-4,1e-5,-0.0027,-0.0031619211891493093
SPY,2010-06-29,79.33341217041016,-0.03087504664636409,-0.0323,-0.008,-0.0128,0.0046,-0.0024,1e-5,-0.0197,-0.03088504664636409
SPY,2010-06-30,78.57978057861328,-0.009499548439666938,-0.0098,0,-0.0033,-1e-4,-2e-4,1e-5,-0.0034999999999999996,-0.009509548439666938
SPY,2010-07-01,78.22953796386719,-0.004457159490229179,-0.004,-0.0037,-0.004,0.004699999999999999,0.0016,1e-5,-0.0015,-0.0044671594902291785
SPY,2010-07-02,77.80323791503906,-0.00544934892783111,-0.0049,-0.0033,-0.0045000000000000005,0.0012,-0.0036,1e-5,-0.006999999999999999,-0.00545934892783111
SPY,2010-07-06,78.31329345703125,0.006555710991734909,0.0034000000000000002,-0.0195,8e-4,4e-4,-0.0045000000000000005,1e-5,-0.0042,0.006545710991734909
SPY,2010-07-07,80.77986907958984,0.031496257067926026,0.0317,6e-4,0.0036,-0.0075,0.0092,1e-5,0.0159,0.03148625706792602
SPY,2010-07-08,81.57920837402344,0.00989527840960025,0.01,0.0055000000000000005,3e-4,4e-4,0.0011,1e-5,0.0017000000000000001,0.00988527840960025
SPY,2010-07-09,82.18822479248047,0.007465338664047971,0.008100000000000001,0.0069,0.0058,-0.0063,0.005,1e-5,0.005699999999999999,0.007455338664047972
SPY,2010-07-12,82.24150848388672,6.483129613856775e-4,-0.0011,-0.0115,7.000000000000001e-4,0.0027,-0.0015,1e-5,-0.006,6.383129613856775e-4
SPY,2010-07-13,83.48240661621094,0.015088465121810613,0.0177,0.016200000000000003,0.0058,-0.0069,0.009300000000000001,1e-5,0.0049,0.015078465121810613
SPY,2010-07-14,83.47479248046875,-9.12064715287153e-5,-4e-4,-0.002,-0.0083,0.005,-0.0033,1e-5,1e-4,-1.012064715287153e-4
SPY,2010-07-15,83.49762725830078,2.7355297513764754e-4,2e-4,-0.0086,-0.0016,0.0031,-8e-4,1e-5,-0.0052,2.635529751376475e-4
SPY,2010-07-16,81.19857025146484,-0.027534399267703513,-0.0294,-0.0060999999999999995,-0.0096,0.0097,-0.0070999999999999995,1e-5,-0.0103,-0.027544399267703513
SPY,2010-07-19,81.67814636230469,0.005906213734486299,0.0054,-0.0021,-0.0018,4e-4,0.002,1e-5,-0.0034999999999999996,0.005896213734486299
SPY,2010-07-20,82.58409881591797,0.011091736210499858,0.0123,0.006,3e-4,-4e-4,0.0053,1e-5,0.005600000000000001,0.011081736210499859
SPY,2010-07-21,81.51069641113281,-0.012997688661322004,-0.013000000000000001,-0.0040999999999999995,-0.0036,0.0031,-5e-4,1e-5,0.0029,-0.013007688661322004
SPY,2010-07-22,83.33015441894531,0.02232170853547011,0.023700000000000002,0.0124,0.0059,-0.0074,0.0075,1e-5,0.0055000000000000005,0.02231170853547011
SPY,2010-07-23,84.05338287353516,0.008679072535420884,0.0105,0.013999999999999999,-0.0033,-0.0028000000000000004,0.005,1e-5,0.0055000000000000005,0.008669072535420885
SPY,2010-07-26,84.92887115478516,0.010415860151247402,0.0123,0.009000000000000001,0.0015,-0.0052,0.0025,1e-5,0.001,0.010405860151247403
SPY,2010-07-27,84.921234130859375,-8.992258841944434e-5,-0.0023,-0.0029,0.0031,0.0043,-0.0034000000000000002,1e-5,-0.006,-9.992258841944434e-5
SPY,2010-07-28,84.373138427734375,-0.0064541655421589406,-0.0083,-0.0087,4e-4,0.0038,-0.0026,1e-5,-6e-4,-0.00646416554215894
SPY,2010-07-29,83.96202850341797,-0.004872521420647646,-0.0036,0.0038,0.0067,-0.0014000000000000002,-0.001,1e-5,0.0026,-0.004882521420647646
SPY,2010-07-30,83.94679260253906,-1.814618006553692e-4,6e-4,6e-4,-0.0022,-5e-4,6e-4,1e-5,0.0018,-1.914618006553692e-4
SPY,2010-08-02,85.84239959716797,0.02258105325838944,0.0209,-0.0051,8e-4,-0.0031,0.004,1e-5,-0.0024,0.02257105325838944
SPY,2010-08-03,85.431304931640625,-0.004788946574845077,-0.0055000000000000005,-0.0037,-0.004699999999999999,0.0017000000000000001,-0.0063,1e-5,-0.0014000000000000002,-0.004798946574845076
SPY,2010-08-04,86.00226593017578,0.006683276101096869,0.0074,0.0037,-9e-4,-0.0027,0.002,1e-5,0.0018,0.006673276101096869
SPY,2010-08-05,85.91094207763672,-0.0010618772837125423,-0.0022,-0.0087,0.0012,2e-4,0.0014000000000000002,1e-5,0,-0.0010718772837125423
SPY,2010-08-06,85.56072235107422,-0.004076543896422535,-0.0036,-0.0019,-0.0031,9e-4,-0.0022,1e-5,-6e-4,-0.004086543896422535
SPY,2010-08-09,86.017486572265625,0.005338480188575412,0.0062,0.0060999999999999995,0.0018,-0.0015,1e-4,1e-5,0.0011,0.005328480188575412
SPY,2010-08-10,85.55309295654297,-0.005398828008448153,-0.0079,-0.0126,-0.0019,0.0037,-0.0027,1e-5,0.0018,-0.005408828008448153
SPY,2010-08-11,83.208343505859375,-0.027406951281990666,-0.0291,-0.0108,-0.0062,0.0102,-0.0058,1e-5,-0.0037,-0.027416951281990665
SPY,2010-08-12,82.69828796386719,-0.006129860546451926,-0.005,3e-4,-8e-4,0.0055000000000000005,-0.0017000000000000001,1e-5,-9e-4,-0.006139860546451926
SPY,2010-08-13,82.454681396484375,-0.002945726850950625,-0.0046,-0.0078000000000000005,0.0027,-0.0018,3e-4,1e-5,-7.000000000000001e-4,-0.002955726850950625
SPY,2010-08-16,82.41661071777344,-4.617164006477381e-4,0.001,0.0088,-0.002,-0.0011,7.000000000000001e-4,1e-5,0.0019,-4.7171640064773814e-4
SPY,2010-08-17,83.42914581298828,0.012285570668298496,0.0131,0.0048,-0.0018,-0.0025,0.0015,1e-5,0.0034000000000000002,0.012275570668298496
SPY,2010-08-18,83.58136749267578,0.0018245623661150567,0.0021,9e-4,4e-4,4e-4,0.0033,1e-5,0.002,0.0018145623661150567
SPY,2010-08-19,82.1272964477539,-0.01739707172234639,-0.0175,-0.0088,-0.004,0.0037,-0.0040999999999999995,1e-5,5e-4,-0.01740707172234639
SPY,2010-08-20,81.860870361328125,-0.003244062546187365,-0.0028000000000000004,0.0025,-0.0025,-0.0015,-0.0018,1e-5,0.0013,-0.003254062546187365
SPY,2010-08-23,81.548736572265625,-0.0038129791154768444,-0.005,-0.0091,-0.004,0.0024,-0.004,1e-5,-0.0045000000000000005,-0.0038229791154768445
SPY,2010-08-24,80.33829498291016,-0.014843167904665444,-0.0148,0.0018,0.0022,0.0014000000000000002,-9e-4,1e-5,-0.0034999999999999996,-0.014853167904665444
SPY,2010-08-25,80.65043640136719,0.0038853378519352333,0.0045000000000000005,0.0102,1e-4,-0.002,1e-4,1e-5,4e-4,0.0038753378519352333
SPY,2010-08-26,80.10993194580078,-0.006701816873953659,-0.0076,-0.0011,-0.0022,0.0015,-0.0017000000000000001,1e-5,0.0034999999999999996,-0.006711816873953658
SPY,2010-08-27,81.35081481933594,0.015489750688774562,0.0182,0.009399999999999999,0.0034999999999999996,-0.0089,0.0022,1e-5,0.005,0.015479750688774562
SPY,2010-08-30,80.17081451416016,-0.014505082804595504,-0.0154,-0.0085,-0.004,0.0032,-0.0034000000000000002,1e-5,-6e-4,-0.014515082804595503
SPY,2010-08-31,80.17081451416016,0,1e-4,-0.0019,0.0078000000000000005,-0.0044,0.0028000000000000004,1e-5,0.004699999999999999,-1e-5
SPY,2010-09-01,82.568878173828125,0.02991192835198664,0.0305,0.006999999999999999,0.0045000000000000005,-0.0032,0.0043,1e-5,0.0054,0.02990192835198664
SPY,2010-09-02,83.3377685546875,0.0093121088461523,0.0097,0.0023,-0.0037,-0.0014000000000000002,0.0054,1e-5,0.0029,0.009302108846152301
SPY,2010-09-03,84.41878509521484,0.012971508108211127,0.013500000000000002,0.0037,0.0017000000000000001,-0.0023,0.0015,1e-5,0.0018,0.012961508108211128
SPY,2010-09-07,83.46717071533203,-0.011272542939459451,-0.0123,-0.0087,-0.0075,0.0045000000000000005,-0.005,1e-5,0.0019,-0.01128254293945945
SPY,2010-09-08,84.05338287353516,0.007023266191715338,0.006500000000000001,7.000000000000001e-4,0.0011,-0.0033,-2e-4,1e-5,5e-4,0.007013266191715339
SPY,2010-09-09,84.4416275024414,0.004619024429872054,0.0044,-0.004,0.005,-1e-4,3e-4,1e-5,-0.0068000000000000005,0.004609024429872054
SPY,2010-09-10,84.86795806884766,0.0050488198654616845,0.0045000000000000005,-9e-4,-0.0011,0.0017000000000000001,-1e-4,1e-5,5e-4,0.005038819865461685
