ticker,weight
EEM,0.336765345131973
EFA,0.26539855266341883
HYG,0.1568438566918896
SPY,0.1294722133150609
DBC,0.0558645121702715
IWM,0.029519606163301397
TLT,0.016064795267654843
LQD,0.007525231289515444
VNQ,0.0025458873069143795
